name_image,steering
2024-06-13 14-33-45.png,-0.10872852846665335
2024-06-13 14-33-46.png,-0.1680582532036615
2024-06-13 14-33-46.png,-0.17105196552902444
2024-06-13 14-33-46.png,-0.11467797770776297
2024-06-13 14-33-47.png,-0.055962202693228796
2024-06-13 14-33-47.png,-0.0046522568594264966
2024-06-13 14-33-48.png,-0.002093326218510297
2024-06-13 14-33-48.png,-0.0019640693300515292
2024-06-13 14-33-48.png,-0.0391699391790748
2024-06-13 14-33-49.png,-0.026133988888664327
2024-06-13 14-33-49.png,-0.018045589268338477
2024-06-13 14-33-50.png,-0.07347998833682085
2024-06-13 14-33-50.png,-0.06134438270093556
2024-06-13 14-33-50.png,-0.10546618860950899
2024-06-13 14-33-51.png,-0.1641381760687535
2024-06-13 14-33-51.png,-0.1555573400963492
2024-06-13 14-33-52.png,-0.15511957805549198
2024-06-13 14-33-52.png,-0.1325420486129345
2024-06-13 14-33-53.png,-0.07547256682529477
2024-06-13 14-33-53.png,-0.01678983625600403
2024-06-13 14-33-53.png,0.0196273021864007
2024-06-13 14-33-54.png,-0.0008846802291287653
2024-06-13 14-33-54.png,-0.001903121128439057
2024-06-13 14-33-55.png,-0.001955342965522829
2024-06-13 14-33-55.png,-0.0019577682702954183
2024-06-13 14-33-56.png,-0.0019578645253394847
2024-06-13 14-33-56.png,-0.00195787131738018
2024-06-13 14-33-56.png,-0.001957871923890538
2024-06-13 14-33-57.png,-0.0019578719485888532
2024-06-13 14-33-57.png,-0.005678940156563159
2024-06-13 14-33-58.png,-0.005863774905165925
2024-06-13 14-33-58.png,-0.0021521064136344244
2024-06-13 14-33-59.png,-0.013131056394886008
2024-06-13 14-33-59.png,-0.043449163690279416
2024-06-13 14-33-59.png,-0.05240427217068115
2024-06-13 14-34-00.png,-0.01563336034160192
2024-06-13 14-34-00.png,0.01224341718099908
2024-06-13 14-34-01.png,-0.0012526149845957313
2024-06-13 14-34-01.png,-0.013085174822706679
2024-06-13 14-34-01.png,-0.0025107177836151333
2024-06-13 14-34-02.png,-0.001986007754986919
2024-06-13 14-34-02.png,-0.0019591775510234694
2024-06-13 14-34-03.png,-0.001957932831646708
2024-06-13 14-34-03.png,-0.0019578834161005005
2024-06-13 14-34-03.png,-0.0019578797061425004
2024-06-13 14-34-04.png,-0.00195787810538366
2024-06-13 14-34-04.png,-0.001957875852140685
2024-06-13 14-34-04.png,0.005484250006649274
2024-06-13 14-34-05.png,0.005853921917435056
2024-06-13 14-34-05.png,-0.0015693984770849875
2024-06-13 14-34-06.png,0.009225035496022209
2024-06-13 14-34-06.png,-0.001402451861247817
2024-06-13 14-34-06.png,-0.0019296256142664887
2024-06-13 14-34-07.png,0.009206672958275675
2024-06-13 14-34-07.png,0.013481099676873587
2024-06-13 14-34-07.png,0.013694089359543062
2024-06-13 14-34-08.png,-0.0011796167540657294
2024-06-13 14-34-08.png,-0.0019184793896386072
2024-06-13 14-34-09.png,-0.001956059513231245
2024-06-13 14-34-09.png,-0.0019577996361697806
2024-06-13 14-34-09.png,-0.0019578725055877993
2024-06-13 14-34-10.png,-0.0019578771635756142
2024-06-13 14-34-10.png,-0.001957876378381447
2024-06-13 14-34-11.png,-0.001957874547884145
2024-06-13 14-34-11.png,-0.00195787226618443
2024-06-13 14-34-11.png,-0.001957869840975148
2024-06-13 14-34-12.png,-0.005678935698488782
2024-06-13 14-34-12.png,-0.00214270054647372
2024-06-13 14-34-13.png,-0.01313061485615517
2024-06-13 14-34-13.png,-0.0025128136071256185
2024-06-13 14-34-13.png,-0.0019860839739649838
2024-06-13 14-34-14.png,-0.0019591736148665325
2024-06-13 14-34-14.png,0.027810372741622257
2024-06-13 14-34-14.png,0.010684435208937769
2024-06-13 14-34-15.png,-0.0013281507339855266
2024-06-13 14-34-15.png,-0.0019261962752488372
2024-06-13 14-34-16.png,-0.0019564275928281305
2024-06-13 14-34-16.png,-0.0019578138078471
2024-06-13 14-34-16.png,-0.005678941502936977
2024-06-13 14-34-17.png,-0.002142710992979771
2024-06-13 14-34-17.png,-0.0019672744311068063
2024-06-13 14-34-18.png,-0.001958306940106452
2024-06-13 14-34-18.png,-0.001957887397149379
2024-06-13 14-34-18.png,-0.001957868213260566
2024-06-13 14-34-19.png,-0.001957865347548172
2024-06-13 14-34-19.png,-0.0019578644056220864
2024-06-13 14-34-20.png,-0.0019578645542596496
2024-06-13 14-34-20.png,-0.0019578657096391717
2024-06-13 14-34-21.png,-0.0019578677350970243
2024-06-13 14-34-21.png,-0.00195787036930538
2024-06-13 14-34-22.png,-0.00195787325852803
2024-06-13 14-34-22.png,-0.0019578760045744752
2024-06-13 14-34-22.png,-0.0019578782196533278
2024-06-13 14-34-23.png,-0.001957879581116274
2024-06-13 14-34-23.png,-0.0019578798783626977
2024-06-13 14-34-23.png,-0.001957879045019771
2024-06-13 14-34-24.png,-0.001957877171592589
2024-06-13 14-34-24.png,-0.0019578744963530074
2024-06-13 14-34-25.png,-0.0019578713752168866
2024-06-13 14-34-25.png,-0.0019578682344243625
2024-06-13 14-34-25.png,-0.0019578655123249607
2024-06-13 14-34-26.png,-0.0019578635981588
2024-06-13 14-34-26.png,0.016647466355443293
2024-06-13 14-34-26.png,-0.0010333360935857595
2024-06-13 14-34-27.png,0.020415313657013837
2024-06-13 14-34-27.png,-0.0008457738160889806
2024-06-13 14-34-28.png,-0.0019013529893390992
2024-06-13 14-34-28.png,0.00548686429751811
2024-06-13 14-34-28.png,0.020738962756846634
2024-06-13 14-34-29.png,0.014054391440450033
2024-06-13 14-34-29.png,-0.0011612545059026711
2024-06-13 14-34-29.png,-0.0019176299309855292
2024-06-13 14-34-30.png,-0.0019560248635890967
2024-06-13 14-34-30.png,-0.001957794963488223
2024-06-13 14-34-31.png,-0.001957867698001911
2024-06-13 14-34-31.png,-0.0019578707430940277
2024-06-13 14-34-31.png,-0.001957869007232724
2024-06-13 14-34-32.png,-0.0019578672253761243
2024-06-13 14-34-32.png,-0.001957866018129058
2024-06-13 14-34-33.png,-0.0019578655740447844
2024-06-13 14-34-33.png,-0.0019578659789114897
2024-06-13 14-34-33.png,-0.0019578672024084982
2024-06-13 14-34-34.png,-0.001957869097646051
2024-06-13 14-34-34.png,-0.009400047603559399
2024-06-13 14-34-34.png,-0.0023275463284507776
2024-06-13 14-34-35.png,-0.001976676567258695
2024-06-13 14-34-35.png,-0.001958748195445884
2024-06-13 14-34-36.png,-0.0019579151994006377
2024-06-13 14-34-36.png,-0.001957881385110061
2024-06-13 14-34-36.png,-0.0019578780009252153
2024-06-13 14-34-37.png,-0.001957875866511367
2024-06-13 14-34-37.png,-0.013121223600990967
2024-06-13 14-34-37.png,-0.028561629681206995
2024-06-13 14-34-38.png,-0.029329284080242123
2024-06-13 14-34-38.png,-0.04053462238469169
2024-06-13 14-34-39.png,-0.003879285365365707
2024-06-13 14-34-39.png,-0.013218515875368207
2024-06-13 14-34-39.png,-0.028566094175257725
2024-06-13 14-34-40.png,-0.04794118418437826
2024-06-13 14-34-40.png,-0.022851028471759655
2024-06-13 14-34-41.png,-0.002998407982277154
2024-06-13 14-34-41.png,-0.046665377436349395
2024-06-13 14-34-41.png,-0.04139440336411582
2024-06-13 14-34-42.png,-0.022525900289026173
2024-06-13 14-34-42.png,-0.021587392066980078
2024-06-13 14-34-42.png,-0.04759353968142233
2024-06-13 14-34-43.png,-0.06378257027979867
2024-06-13 14-34-43.png,-0.08694433894692999
2024-06-13 14-34-44.png,-0.05457072096409319
2024-06-13 14-34-44.png,-0.004582985671625121
2024-06-13 14-34-44.png,-0.009532350661188821
2024-06-13 14-34-45.png,-0.002333591037836473
2024-06-13 14-34-45.png,-0.031746062653192506
2024-06-13 14-34-46.png,-0.04065320899202844
2024-06-13 14-34-46.png,-0.05971376852405961
2024-06-13 14-34-46.png,-0.060661329775532846
2024-06-13 14-34-47.png,-0.03092834319210286
2024-06-13 14-34-47.png,-0.0034011238245016204
2024-06-13 14-34-47.png,-0.0020305400851847477
2024-06-13 14-34-48.png,-0.0019612255700626894
2024-06-13 14-34-48.png,-0.009400218765228733
2024-06-13 14-34-48.png,-0.043263215713868985
2024-06-13 14-34-49.png,-0.05984254908065229
2024-06-13 14-34-49.png,-0.10166027430060662
2024-06-13 14-34-50.png,-0.05902917385379479
2024-06-13 14-34-50.png,-0.03457027998644
2024-06-13 14-34-50.png,0.007578219750573016
2024-06-13 14-34-51.png,-0.0014852835006284215
2024-06-13 14-34-51.png,-0.001933418333489076
2024-06-13 14-34-52.png,-0.0019567149532760657
2024-06-13 14-34-52.png,-0.009399987451535925
2024-06-13 14-34-53.png,-0.017212145045934865
2024-06-13 14-34-53.png,-0.025043566085635363
2024-06-13 14-34-53.png,-0.07010625312506362
2024-06-13 14-34-54.png,-0.08725826773957411
2024-06-13 14-34-54.png,-0.08438588126633936
2024-06-13 14-34-54.png,-0.028395549482494304
2024-06-13 14-34-55.png,-0.0032755934373559334
2024-06-13 14-34-55.png,-0.002023858144611723
2024-06-13 14-34-56.png,-0.001960897596558907
2024-06-13 14-34-56.png,-0.0019580119807285955
2024-06-13 14-34-56.png,-0.005678951182662296
2024-06-13 14-34-57.png,-0.0467990007852529
2024-06-13 14-34-57.png,-0.07119182641393237
2024-06-13 14-34-58.png,-0.09104126801089207
2024-06-13 14-34-58.png,-0.07712052139683684
2024-06-13 14-34-58.png,-0.020591780414166025
2024-06-13 14-34-59.png,-0.0028865877175869295
2024-06-13 14-34-59.png,-0.002004181601274967
2024-06-13 14-35-00.png,-0.001959995894246928
2024-06-13 14-35-00.png,-0.0019579725150210532
2024-06-13 14-35-01.png,-0.001957876608973298
2024-06-13 14-35-01.png,-0.0019578664160373495
2024-06-13 14-35-01.png,-0.0019578628905660097
2024-06-13 14-35-02.png,-0.001957860901235527
2024-06-13 14-35-02.png,-0.0019578603795757377
2024-06-13 14-35-03.png,-0.016842478127733443
2024-06-13 14-35-03.png,-0.01758184606686627
2024-06-13 14-35-03.png,-0.01017700974436198
2024-06-13 14-35-04.png,-0.002366886392631334
2024-06-13 14-35-04.png,-0.0019784896301475044
2024-06-13 14-35-04.png,-0.0019588283738742203
2024-06-13 14-35-05.png,-0.0019579253980934203
2024-06-13 14-35-05.png,-0.0019578880838887107
2024-06-13 14-35-06.png,-0.00195788496164817
2024-06-13 14-35-06.png,-0.001957882514493205
2024-06-13 14-35-07.png,0.005484244337697229
2024-06-13 14-35-07.png,0.009575026268568475
2024-06-13 14-35-08.png,-0.0013845623330218416
2024-06-13 14-35-08.png,-0.0019287942302982151
2024-06-13 14-35-08.png,-0.0019565193372576626
2024-06-13 14-35-09.png,-0.001957801901817039
2024-06-13 14-35-10.png,-0.001957854492307112
2024-06-13 14-35-10.png,-0.001957859661876363
2024-06-13 14-35-11.png,-0.001957863106561225
2024-06-13 14-35-11.png,-0.001957867510633173
2024-06-13 14-35-11.png,-0.001957872545519466
2024-06-13 14-35-12.png,-0.0019578775210726297
2024-06-13 14-35-12.png,0.0054842414340241594
2024-06-13 14-35-13.png,-0.0015882156010129035
2024-06-13 14-35-13.png,0.012945319862280525
2024-06-13 14-35-13.png,0.017388009590750052
2024-06-13 14-35-14.png,0.017609629111515396
2024-06-13 14-35-14.png,-0.0009845932532515625
2024-06-13 14-35-15.png,-0.0019086146126848988
2024-06-13 14-35-15.png,-0.0019555978506961384
2024-06-13 14-35-15.png,-0.001957767193182096
2024-06-13 14-35-16.png,-0.001957854691360333
2024-06-13 14-35-16.png,-0.001957859301570648
2024-06-13 14-35-17.png,-0.0019578597615328326
2024-06-13 14-35-17.png,-0.0019578614335313484
2024-06-13 14-35-17.png,-0.00195786455311388
2024-06-13 14-35-18.png,-0.0019578687057883464
2024-06-13 14-35-18.png,-0.0019578733271566075
2024-06-13 14-35-18.png,-0.0019578777822044776
2024-06-13 14-35-19.png,-0.0019578814513877755
2024-06-13 14-35-19.png,-0.001957883816733697
2024-06-13 14-35-19.png,-0.001957884535064604
2024-06-13 14-35-20.png,-0.0019578834876475635
2024-06-13 14-35-21.png,-0.0019578807993051337
2024-06-13 14-35-21.png,-0.0019578768238818515
2024-06-13 14-35-21.png,-0.0019578720977527124
2024-06-13 14-35-22.png,-0.001957867267460293
2024-06-13 14-35-22.png,-0.0019578630012257407
2024-06-13 14-35-22.png,-0.0019578598964703634
2024-06-13 14-35-23.png,-0.001957858396132545
2024-06-13 14-35-23.png,-0.001957858725536768
2024-06-13 14-35-24.png,-0.0019578608587505803
2024-06-13 14-35-24.png,-0.001957864519502082
2024-06-13 14-35-24.png,-0.0019578692168071444
2024-06-13 14-35-25.png,-0.00195787431081305
2024-06-13 14-35-25.png,-0.016842496512013815
2024-06-13 14-35-25.png,-0.021303254532859785
2024-06-13 14-35-26.png,-0.010361886367098899
2024-06-13 14-35-26.png,-0.06564713737091468
2024-06-13 14-35-27.png,-0.09449114210637409
2024-06-13 14-35-27.png,-0.1521648961696764
2024-06-13 14-35-27.png,-0.10999698517394321
2024-06-13 14-35-28.png,-0.05200594645404556
2024-06-13 14-35-28.png,-0.015614455214984354
2024-06-13 14-35-29.png,-0.021243797081899992
2024-06-13 14-35-29.png,-0.036409315774386025
2024-06-13 14-35-30.png,-0.08185007581457138
2024-06-13 14-35-30.png,-0.06921075368622027
2024-06-13 14-35-30.png,-0.1021302143633456
2024-06-13 14-35-31.png,-0.1000378338431735
2024-06-13 14-35-31.png,-0.09993608566997994
2024-06-13 14-35-32.png,-0.04405697523505988
2024-06-13 14-35-32.png,-0.0561619704989771
2024-06-13 14-35-33.png,-0.04931318119980451
2024-06-13 14-35-33.png,-0.10486240553284847
2024-06-13 14-35-34.png,-0.05546670619468745
2024-06-13 14-35-34.png,-0.0828057529361924
2024-06-13 14-35-34.png,-0.06925824060362826
2024-06-13 14-35-35.png,-0.0946743663161819
2024-06-13 14-35-35.png,-0.040071406540506574
2024-06-13 14-35-36.png,-0.0038582254053102227
2024-06-13 14-35-36.png,-0.013216690502765282
2024-06-13 14-35-36.png,-0.03973099286042757
2024-06-13 14-35-37.png,-0.03360609008721472
2024-06-13 14-35-37.png,-0.0370253971644875
2024-06-13 14-35-38.png,-0.04836258057420136
2024-06-13 14-35-38.png,-0.004270876577769009
2024-06-13 14-35-38.png,-0.0020749351832948125
2024-06-13 14-35-39.png,-0.0019632551905744513
2024-06-13 14-35-39.png,-0.001958093893310648
2024-06-13 14-35-40.png,-0.001957875090189676
2024-06-13 14-35-40.png,-0.0019578582252154472
2024-06-13 14-35-40.png,-0.001957857158597704
2024-06-13 14-35-41.png,-0.001957859164686708
2024-06-13 14-35-41.png,-0.0019578629209812985
2024-06-13 14-35-42.png,-0.0019578679130409296
2024-06-13 14-35-42.png,-0.001957873464773061
2024-06-13 14-35-42.png,-0.0019578788110026163
2024-06-13 14-35-43.png,-0.0019578832117914243
2024-06-13 14-35-43.png,-0.001957886053013819
2024-06-13 14-35-44.png,-0.0019578869324475053
2024-06-13 14-35-44.png,0.0017631692605608353
2024-06-13 14-35-44.png,0.04288133049065648
2024-06-13 14-35-45.png,0.05982320881486335
2024-06-13 14-35-45.png,0.04949627902681429
2024-06-13 14-35-45.png,0.01920896318043472
2024-06-13 14-35-46.png,-0.0009038575740383988
2024-06-13 14-35-46.png,0.035305593117625114
2024-06-13 14-35-47.png,0.04082979605672203
2024-06-13 14-35-47.png,0.07462100379408293
2024-06-13 14-35-47.png,0.1322756405764905
2024-06-13 14-35-48.png,0.19181761083647564
2024-06-13 14-35-48.png,0.194910655580943
2024-06-13 14-35-49.png,0.249174649938883
2024-06-13 14-35-49.png,0.19413780714304057
2024-06-13 14-35-50.png,0.17242471503707085
2024-06-13 14-35-50.png,0.11474968161326733
2024-06-13 14-35-51.png,0.05596555835517498
2024-06-13 14-35-51.png,-0.0027862310181481203
2024-06-13 14-35-51.png,-0.013160659987314405
2024-06-13 14-35-52.png,-0.0025151159535010915
2024-06-13 14-35-52.png,-0.0019862125852991696
2024-06-13 14-35-53.png,-0.0019591810515272893
2024-06-13 14-35-53.png,-0.0019579360523061
2024-06-13 14-35-54.png,-0.001957887766387832
2024-06-13 14-35-54.png,-0.03916970082717178
2024-06-13 14-35-54.png,-0.0038102832336409545
2024-06-13 14-35-55.png,-0.02809982830237892
2024-06-13 14-35-55.png,-0.02186215121360823
2024-06-13 14-35-55.png,-0.014111440796953704
2024-06-13 14-35-56.png,-0.0025624434980655217
2024-06-13 14-35-56.png,-0.03920018537810442
2024-06-13 14-35-57.png,-0.02985710040372179
2024-06-13 14-35-57.png,-0.07779779729999171
2024-06-13 14-35-57.png,-0.10255555120580973
2024-06-13 14-35-58.png,-0.1261840024747673
2024-06-13 14-35-58.png,-0.07142860003435128
2024-06-13 14-35-58.png,-0.012867936192147718
2024-06-13 14-35-59.png,-0.002502136629667493
2024-06-13 14-35-59.png,-0.046639810222620766
2024-06-13 14-35-59.png,-0.06000984293624257
2024-06-13 14-36-00.png,-0.1128590236201313
2024-06-13 14-36-00.png,-0.1154952896577791
2024-06-13 14-36-01.png,-0.10070559072909713
2024-06-13 14-36-01.png,-0.05898311099871033
2024-06-13 14-36-01.png,-0.004804034787468678
2024-06-13 14-36-02.png,-0.0021011955413210957
2024-06-13 14-36-02.png,-0.0019644467376203592
2024-06-13 14-36-03.png,-0.035448750211126485
2024-06-13 14-36-03.png,-0.04828288892228766
2024-06-13 14-36-04.png,-0.07499247961057462
2024-06-13 14-36-04.png,-0.12853939908908565
2024-06-13 14-36-04.png,-0.12747692665229332
2024-06-13 14-36-05.png,-0.16902819004244984
2024-06-13 14-36-05.png,-0.13324264479115527
2024-06-13 14-36-05.png,-0.07550864449764488
2024-06-13 14-36-06.png,-0.016791488013066666
2024-06-13 14-36-06.png,-0.0026971553217513848
2024-06-13 14-36-07.png,-0.0019945419062891395
2024-06-13 14-36-07.png,-0.0019595406555842007
2024-06-13 14-36-07.png,-0.04661307831691523
2024-06-13 14-36-08.png,-0.05628457620726775
2024-06-13 14-36-08.png,-0.07166633468804681
2024-06-13 14-36-08.png,-0.1283726397836929
2024-06-13 14-36-09.png,-0.18033983541409565
2024-06-13 14-36-09.png,-0.15259798166103528
2024-06-13 14-36-10.png,-0.17409062787647847
2024-06-13 14-36-10.png,-0.11857426560992253
2024-06-13 14-36-10.png,-0.059880040716945956
2024-06-13 14-36-11.png,-0.0011295363116915215
2024-06-13 14-36-11.png,0.009244805047217919
2024-06-13 14-36-11.png,0.020926422289681102
2024-06-13 14-36-12.png,-0.0008195872081578177
2024-06-13 14-36-12.png,0.00926309178956446
2024-06-13 14-36-12.png,-0.001400701714403406
2024-06-13 14-36-13.png,-0.0019295595834028171
2024-06-13 14-36-13.png,-0.001956559502364302
2024-06-13 14-36-13.png,-0.016842435144075713
2024-06-13 14-36-14.png,-0.04735652797321532
2024-06-13 14-36-14.png,-0.10476332194567793
2024-06-13 14-36-15.png,-0.1641024189103138
2024-06-13 14-36-15.png,-0.14420810064088685
2024-06-13 14-36-15.png,-0.13573326360315396
2024-06-13 14-36-16.png,-0.07935629746160275
2024-06-13 14-36-16.png,-0.020704425787731108
2024-06-13 14-36-16.png,0.019431503704324088
2024-06-13 14-36-17.png,0.01026778057428391
2024-06-13 14-36-17.png,-0.0013490958521449885
2024-06-13 14-36-18.png,0.0017938832114146508
2024-06-13 14-36-18.png,0.009391586107842059
2024-06-13 14-36-18.png,-0.0013939202425832177
2024-06-13 14-36-19.png,-0.0019292485869570105
2024-06-13 14-36-19.png,-0.001956561855367146
2024-06-13 14-36-19.png,0.020368339159807965
2024-06-13 14-36-20.png,0.03264336711124315
2024-06-13 14-36-20.png,-0.0002350893827911315
2024-06-13 14-36-21.png,-0.001870573949858449
2024-06-13 14-36-21.png,0.0129305637095429
2024-06-13 14-36-21.png,0.017387338001437925
2024-06-13 14-36-22.png,0.028774255879242608
2024-06-13 14-36-22.png,-0.00042832185258248823
2024-06-13 14-36-23.png,-0.020486027894851128
2024-06-13 14-36-23.png,-0.002878842525191558
2024-06-13 14-36-24.png,-0.002004732007348795
2024-06-13 14-36-24.png,-0.0019600415850893277
2024-06-13 14-36-24.png,-0.001957972174978028
2024-06-13 14-36-25.png,-0.001957892011111924
2024-06-13 14-36-25.png,-0.0019578878601642083
2024-06-13 14-36-26.png,-0.0019578868772606936
2024-06-13 14-36-26.png,-0.001957884240590504
2024-06-13 14-36-26.png,-0.0019578798591599164
2024-06-13 14-36-27.png,-0.0019578743285994992
2024-06-13 14-36-27.png,-0.001957868412267535
2024-06-13 14-36-28.png,-0.001957862927878808
2024-06-13 14-36-28.png,-0.0019578586374588373
2024-06-13 14-36-28.png,-0.001957856140972252
2024-06-13 14-36-29.png,-0.001957855792480722
2024-06-13 14-36-29.png,-0.0019578576499376314
2024-06-13 14-36-30.png,-0.0019578614658261554
2024-06-13 14-36-30.png,-0.0019578667201109404
2024-06-13 14-36-31.png,-0.0019578726911215864
2024-06-13 14-36-31.png,-0.001957878554698227
2024-06-13 14-36-32.png,-0.0019578834979846063
2024-06-13 14-36-32.png,-0.0019578868321403643
2024-06-13 14-36-33.png,-0.0019578880883556315
2024-06-13 14-36-33.png,-0.001957887083756709
2024-06-13 14-36-33.png,-0.0019578839479748667
2024-06-13 14-36-34.png,-0.0019578791064810462
2024-06-13 14-36-35.png,-0.0019578732228695767
2024-06-13 14-36-35.png,-0.001957867107866391
2024-06-13 14-36-36.png,-0.0019578616075919394
2024-06-13 14-36-36.png,-0.001957857486447576
2024-06-13 14-36-36.png,-0.001957855320855443
2024-06-13 14-36-37.png,-0.0019578554186247465
2024-06-13 14-36-37.png,-0.00195785777522653
2024-06-13 14-36-38.png,-0.0019578620731833286
2024-06-13 14-36-38.png,-0.001957867724827064
2024-06-13 14-36-39.png,-0.0019578739526644137
2024-06-13 14-36-39.png,-0.013121230251839127
2024-06-13 14-36-39.png,-0.05089315199444616
2024-06-13 14-36-40.png,-0.06394632047106436
2024-06-13 14-36-40.png,-0.02365110974893258
2024-06-13 14-36-41.png,-0.032809632584946555
2024-06-13 14-36-41.png,-0.044429266330126796
2024-06-13 14-36-41.png,-0.06734997260786207
2024-06-13 14-36-42.png,-0.12442233069778258
2024-06-13 14-36-42.png,-0.09741960135309823
2024-06-13 14-36-43.png,-0.04021143008537301
2024-06-13 14-36-43.png,-0.06341749067148723
2024-06-13 14-36-44.png,-0.05712046305858003
2024-06-13 14-36-44.png,-0.0754339321534975
2024-06-13 14-36-44.png,-0.08752428247397803
2024-06-13 14-36-45.png,-0.11423488000355418
2024-06-13 14-36-45.png,-0.1342366455278802
2024-06-13 14-36-46.png,-0.08673087296947007
2024-06-13 14-36-46.png,-0.0508402345447101
2024-06-13 14-36-46.png,-0.004395641116803531
2024-06-13 14-36-47.png,-0.0020806570462989942
2024-06-13 14-36-47.png,-0.001963506530088144
2024-06-13 14-36-48.png,-0.020563777654434123
2024-06-13 14-36-48.png,-0.04009742260876005
2024-06-13 14-36-49.png,-0.05223816030645932
2024-06-13 14-36-49.png,-0.07891539043732501
2024-06-13 14-36-49.png,-0.09142535492048837
2024-06-13 14-36-50.png,-0.11442965611881473
2024-06-13 14-36-50.png,-0.13798293640367576
2024-06-13 14-36-51.png,-0.158096849533398
2024-06-13 14-36-51.png,-0.10283815769495663
